185	0.56073
186	0.46947
187	0.32873
188	0.07569
189	0.59997
190	0.33298
191	0.9284
192	0.48107
193	0.10604
194	0.03114
195	0.33792
196	0.43756
197	0.63719
198	0.2614
199	0.4367
200	0.03861
201	0.76853
202	0.78986
203	0.61096
204	0.42523
205	0.64262
206	0.35731
207	0.00274
208	0.2964
209	0.91935
210	0.89284
211	0.18536
212	0.51023
213	0.83769
214	0.32814
215	0.73926
216	0.09483
217	0.83451
218	0.51803
219	0.3914
220	0.36837
221	0.29265
222	0.19367
223	0.18168
224	0.32264
225	0.3105
226	0.44628
227	0.65022
228	0.97366
229	0.9261
230	0.9897
231	0.72195
232	0.02277
233	0.10696
234	0.80389
235	0.83267
236	0.13834
237	0.22668
238	0.59518
239	0.45051
240	0.52126
241	0.86406
242	0.55545
243	0.11403
244	0.97358
245	0.87934
246	0.43383
247	0.37805
248	0.87999
249	0.76787
250	0.71527
251	0.27137
252	0.09277
253	0.5944
254	0.64436
255	0.1835
256	0.89615
257	0.57116
258	0.8719
259	0.57377
260	0.3263
261	0.14606
262	0.22427
263	0.09178
264	0.36793
265	0.54158
266	0.96178
267	0.6665
268	0.30595
269	0.56222
270	0.89698
271	0.04212
272	0.91829
273	0.56732
274	0.85618
275	0.69693
276	0.20545
277	0.55443
278	0.78448
279	0.08127
280	0.72725
281	0.31541
282	0.11094
283	0.37465
284	0.03349
285	0.45312
286	0.45735
287	0.55194
288	0.6635
289	0.23809
290	0.17495
291	0.29793
292	0.96261
293	0.41455
294	0.1537
295	0.07151
296	0.32513
297	0.70438
298	0.15989
299	0.02241
300	0.34344
301	0.55742
302	0.515
303	0.5251
304	0.66814
305	0.16373
306	0.13808
307	0.49371
308	0.54581
309	0.018
310	0.20198
311	0.2705
312	0.76779
313	0.02795
314	0.45604
315	0.80589
316	0.46738
317	0.18942
318	0.12668
319	0.0665
320	0.62996
321	0.48171
322	0.29143
323	0.17323
324	0.82855
325	0.70034
326	0.89878
327	0.50856
328	0.19474
329	0.18242
330	0.76322
331	0.54645
332	0.56409
333	0.38786
334	0.7287
335	0.41939
336	0.63087
337	0.8381
338	0.19233
339	0.89616
340	0.02873
341	0.53929
342	0.81657
343	0.23421
344	0.18887
345	0.02744
346	0.40102
347	0.54613
348	0.6792
349	0.56699
350	0.15114
351	0.989
352	0.80144
353	0.12563
354	0.50396
355	0.96528
356	0.66123
357	0.87087
358	0.51332
359	0.82231
360	0.17356
361	0.99697
362	0.78097
363	0.57997
364	0.63049
365	0.69292
366	0.46924
367	0.04662
368	0.3297
369	0.70834
370	0.55623
371	0.73545
372	0.16035
373	0.86071
374	0.49092
375	0.66274
376	0.03123
377	0.45083
378	0.71291
379	0.7592
380	0.36149
381	0.76493
382	0.41048
383	0.68581
384	0.42327
385	0.66329
386	0.84187
387	0.16523
388	0.77943
389	0.24709
390	0.42507
391	0.5164
392	0.97092
393	0.67979
394	0.02165
395	0.2727
396	0.20081
397	4.97099E-4
398	0.87529
399	0.77631
400	0.68147
401	0.76339
402	0.75535
403	0.91432
404	0.87952
405	0.61879
406	0.17161
407	0.03978
408	0.88769
409	0.26509
410	0.45707
411	0.59681
412	0.82127
413	0.7666
414	0.41893
415	0.5841
416	0.37678
417	0.85596
418	0.44054
419	0.22501
420	0.79005
421	0.5566
422	0.51794
423	0.20068
424	0.33267
425	0.74804
426	0.47542
427	0.89422
428	0.52737
429	0.198
430	0.99329
431	0.89696
432	0.91034
433	0.01109
434	0.39405
435	0.16582
436	0.17499
437	0.52177
438	0.8057
439	0.2761
440	0.31997
441	0.16558
442	0.08625
443	0.83346
444	0.64646
445	0.99393
446	0.14566
447	0.0028
448	0.93619
449	0.6479
450	0.91379
451	0.65083
452	0.42652
453	0.41156
454	0.1344
455	0.93393
456	0.7569
457	0.34119
458	0.56195
459	0.0151
460	0.00913
461	0.94525
462	0.02548
463	0.89351
464	0.12444
465	0.29477
466	0.57022
467	0.99388
468	0.42517
469	0.64022
470	0.44078
471	0.95386
472	0.17414
473	0.23142
474	0.19959
475	0.97645
476	0.69047
477	0.26616
478	0.7328
479	0.69002
480	0.67486
481	0.13631
482	0.63334
483	0.50505
484	0.422
485	0.35716
486	0.48454
487	0.86737
488	0.57529
489	0.25741
490	0.24818
491	0.37716
492	0.81286
493	0.97876
494	0.53918
495	0.44487
496	0.27261
497	0.84647
498	0.49927
499	0.98996
500	0.2507
