Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Moisés Caicedo,https://fbref.com/req/202302030/images/headshots/16264a81_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d21bb.png,MF,CDM,5.489,9525767,227419141,23.93950186,89.46310444,2,3,31.2,,41,,42,89.9,,,,,,184,180,27,58,,,,,,,,,,,,,,,,2,1,34,14
Roméo Lavia,https://fbref.com/req/202302030/images/headshots/ecad9aa5_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d22bb.png,MF,CDM,2.474,2857730,227419141,8.171391691,30.53689556,2,3,6,,6,,11,91.8,,,,,,28,18,6,10,,,,,,,,,,,,,,,,3,2,116,32
Benoît Badiashile,https://fbref.com/req/202302030/images/headshots/06df8256_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d23bb.png,DF,CB,1.759,5715460,227419141,18.11875508,25.95436248,3,1,3.7,80,2,12,6,89.8,,,,,,,,,,,,,,,,,,,,,,,,,4,2,65,27
Levi Colwill,https://fbref.com/req/202302030/images/headshots/700783e7_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d24bb.png,DF,CB,1.751,6350511,227419141,18.06530389,25.87779588,3,1,29,61.3,31,94,30,89.6,,,,,,,,,,,,,,,,,,,,,,,,,5,3,66,28
Renato Veiga,https://fbref.com/req/202302030/images/headshots/fc8fcbd1_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d25bb.png,DF,CB,2.098,1587628,227419141,20.38374913,29.19887219,3,1,2,50,3,2,1,84.9,,,,,,,,,,,,,,,,,,,,,,,,,3,1,47,17
Tosin Adarabioyo,https://fbref.com/req/202302030/images/headshots/c81d773d_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d26bb.png,DF,CB,0.992,7620614,227419141,12.99412252,18.61353964,3,1,13.6,58.1,9,61,10,91.4,,,,,,,,,,,,,,,,,,,,,,,,,7,5,127,72
Wesley Fofana,https://fbref.com/req/202302030/images/headshots/132a82f1_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d27bb.png,DF,CB,1.174,12701023,227419141,14.21013702,20.35542981,3,1,13,69.2,14,55,14,90.2,,,,,,,,,,,,,,,,,,,,,,,,,6,4,108,59
Marc Cucurella,https://fbref.com/req/202302030/images/headshots/1daec722_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d28bb.png,DF,LB,1.327,11113395,227419141,20.46600713,120,3,2,27.2,,,,,,28,29,53,15,,,,,,,,,,,,,,,,,,,,,2,1,46,13
Malo Gusto,https://fbref.com/req/202302030/images/headshots/d56b9520_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d29bb.png,DF,RB,1.898,2857730,227419141,27.9439956,83.20092491,3,3,19.7,,,,,,50,47,43,32,,,,,,,,,,,,,,,,,,,,,1,1,23,9
Reece James,https://fbref.com/req/202302030/images/headshots/1265a93a_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d30bb.png,DF,RB,0.708,15876279,227419141,12.35939617,36.79907509,3,3,8.5,,,,,,35,5,8,4,,,,,,,,,,,,,,,,,,,,,8,2,140,35
Filip Jørgensen,https://fbref.com/req/202302030/images/headshots/0107757e_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d31bb.png,GK,GK,1.873,3175256,227419141,11.41154548,148.5260239,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,1,18.1,0.3,7,71.4,2,2,33,33
Robert Sánchez,https://fbref.com/req/202302030/images/headshots/6a713852_2022.jpg,Chelsea,https://cdn.ssref.net/req/202505011/tlogo/fb/cff3d32bb.png,GK,GK,2.746,3810307,227419141,16.24796002,211.4739761,4,0,26,,,,,,,,,,,,,,,,,,,,,,,,,7,31.1,2,80,76.8,1,1,17,17
Matheus França,https://fbref.com/req/202302030/images/headshots/077faf72_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c55.png,FW,CAM,2.034,2540205,92238727,27.73671804,51.59463628,1,0,0.3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,1,28,6
Eddie Nketiah,https://fbref.com/req/202302030/images/headshots/a53649b7_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c56.png,FW,ST,0.905,5715460,92238727,19.59930967,37.26361032,1,1,8.9,,,,,,,,,,19,,,,,,,1,1,65,3.7,-2.7,,,,,,,,,4,2,53,18
Jean-Philippe Mateta,https://fbref.com/req/202302030/images/headshots/50e6dc35_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c57.png,FW,ST,1.688,3175256,92238727,37.29972429,70.91690544,1,1,27,,,,,,,,,,20,,,,,,,2,13,114,12,1,,,,,,,,,2,1,9,4
Odsonne Édouard,https://fbref.com/req/202302030/images/headshots/0562b7f1_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c58.png,FW,ST,0.313,5715460,92238727,6.216620714,11.81948424,1,1,0.8,,,,,,,,,,0.5,,,,,,,0,0,4.5,0.2,-0.2,,,,,,,,,6,3,126,49
Ismaila Sarr,https://fbref.com/req/202302030/images/headshots/bfdb33aa_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c59.png,FW,RW,1.896,4445358,92238727,42.00175013,92.59136213,1,3,26.3,,,,,,,,,,41,,,,,,,4,7,160,8.3,-1.3,,,,,,,,,1,1,5,4
Jordan Ayew,https://fbref.com/req/202302030/images/headshots/da052c14_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c60.png,FW,RW,0.588,1905153,92238727,12.43324143,27.40863787,1,3,7.4,,,,,,,,,,15,,,,,,,0,2,34.5,1.65,0.35,,,,,,,,,5,2,99,24
Adam Wharton,https://fbref.com/req/202302030/images/headshots/4b542852_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c61.png,MF,CM,1.078,2222679,92238727,16.65384328,46.15855549,2,1,13.3,,,,,,,,,,20,,103,23,,54,1.9,,,,,,,,,,,,,,3,1,57,24
Justin Devenny,0,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c62.png,MF,CM,0.549,206120,92238727,10.52116468,29.16094233,2,1,3.9,,,,,,,,,,5,,13,6,,10,0.4,,,,,,,,,,,,,,7,3,103,54
Will Hughes,https://fbref.com/req/202302030/images/headshots/a0666d3e_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c63.png,MF,CM,1.032,3175256,92238727,16.12056688,44.68050217,2,1,20.5,,,,,,,,,,22,,82,29,,61,2.3,,,,,,,,,,,,,,4,2,59,26
Daichi Kamada,https://fbref.com/req/202302030/images/headshots/15b287da_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c64.png,MF,CAM,0.772,6668037,92238727,13.10639592,24.37994753,2,2,13.9,,,,,,,,,,16,,71,17,,41,1.3,,,,,,,,,,,,,,6,3,87,26
Eberechi Eze,https://fbref.com/req/202302030/images/headshots/ae4fc6a4_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c65.png,MF,CAM,1.683,6350511,92238727,23.66758725,44.02541619,2,2,25.3,,,,,,,,,,43,,85,51,,116,3.4,,,,,,,,,,,,,,1,2,36,13
Cheick Doucouré,https://fbref.com/req/202302030/images/headshots/ce4f40c7_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c66.png,MF,CDM,3.624,4445358,92238727,14.18576207,49.16899209,2,3,5,,4,,11,85.3,,,,,,31,19,1,8,,,,,,,,,,,,,,,,5,2,71,22
Jefferson Lerma,https://fbref.com/req/202302030/images/headshots/9b5ce51a_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c67.png,MF,CDM,4.819,4445358,92238727,20.43547738,70.83100791,2,3,21.6,,31,,34,75.2,,,,,,136,83,9,13,,,,,,,,,,,,,,,,2,1,47,17
Caleb Kporha,0,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c68.png,DF,CB,12.8,343533,92238727,60.39289929,48.94327721,3,1,0.1,0,0,1,0,71.4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,5
Chadi Riad,https://fbref.com/req/202302030/images/headshots/b3b9b8b8_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c69.png,DF,CB,2.696,1905153,92238727,24.37922537,19.75727609,3,1,1,33.3,0,0,2,85.4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,31,9
Chris Richards,https://fbref.com/req/202302030/images/headshots/0a3d6d2b_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c70.png,DF,CB,0.738,3492781,92238727,11.29704733,9.155290198,3,1,17.4,48.5,35,96,10,81.1,,,,,,,,,,,,,,,,,,,,,,,,,9,7,155,90
Joachim Andersen,https://fbref.com/req/202302030/images/headshots/e34fc66d_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c71.png,DF,CB,0.8,5715460,92238727,11.71129403,9.491001702,3,1,11.85,80.8,13,72.5,15,78,,,,,,,,,,,,,,,,,,,,,,,,,7,5,148,86
Marc Guéhi,https://fbref.com/req/202302030/images/headshots/d0706b27_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c72.png,DF,CB,1.121,3175256,92238727,13.85602291,11.22912094,3,1,31,56.5,53,144,24,83.3,,,,,,,,,,,,,,,,,,,,,,,,,6,4,112,62
Maxence Lacroix,https://fbref.com/req/202302030/images/headshots/277c49ed_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c73.png,DF,CB,1.291,3175256,92238727,14.99186063,12.14962023,3,1,29.6,55.1,40,177,49,81.7,,,,,,,,,,,,,,,,,,,,,,,,,5,3,98,53
Trevoh Chalobah,https://fbref.com/req/202302030/images/headshots/5515376c_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c74.png,DF,CB,0.76,3175256,92238727,11.44403809,9.274413635,3,1,9.05,60.2,11,40,13,84.3,,,,,,,,,,,,,,,,,,,,,,,,,8,6,152,88
Ben Chilwell,https://fbref.com/req/202302030/images/headshots/d2424d1b_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c75.png,DF,LB,0.482,6870669,92238727,9.399631904,30.19418497,3,2,1.5,,,,,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,10,2,165,31
Tyrick Mitchell,https://fbref.com/req/202302030/images/headshots/5cbd1eb0_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c76.png,DF,LB,1.899,2540205,92238727,27.9570919,89.80581503,3,2,30.7,,,,,,93,55,82,32,,,,,,,,,,,,,,,,,,,,,2,1,22,7
Daniel Muñoz,https://fbref.com/req/202302030/images/headshots/778ef829_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c77.png,DF,RB,1.748,2857730,92238727,25.97955029,92.21428442,3,3,30.9,,,,,,58,48,107,32,,,,,,,,,,,,,,,,,,,,,3,1,28,12
Nathaniel Clyne,https://fbref.com/req/202302030/images/headshots/0442183b_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c78.png,DF,RB,0.362,3175256,92238727,7.828075659,27.78571558,3,3,5.4,,,,,,7,6,12,2,,,,,,,,,,,,,,,,,,,,,11,2,171,43
Dean Henderson,https://fbref.com/req/202302030/images/headshots/e5a76dfe_2022.jpg,Crystal Palace,https://cdn.ssref.net/req/202505011/tlogo/fb/47c64c79.png,GK,GK,4,6350511,92238727,23.19511216,360,4,0,33,,,,,,,,,,,,,,,,,,,,,,,,,10,46.9,2.7,137,67.4,1,1,8,8
Iliman Ndiaye,https://fbref.com/req/202302030/images/headshots/5ed97752_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd31cc.png,FW,CAM,1.186,2857730,94368638,17.90588353,61.67715182,1,0,23.5,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,3,1,64,18
Armando Broja,https://fbref.com/req/202302030/images/headshots/97220da2_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd32cc.png,FW,ST,0.345,2540205,94368638,6.940009306,14.6656051,1,1,3.7,,,,,,,,,,8,,,,,,,0,0,26,0.1,-0.1,,,,,,,,,7,4,120,47
Beto,https://fbref.com/req/202302030/images/headshots/ed5c0319_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd33cc.png,FW,ST,0.811,3175256,94368638,17.47435568,36.92675159,1,1,12.5,,,,,,,,,,8,,,,,,,0,6,58,6.1,-0.1,,,,,,,,,4,2,67,24
Dominic Calvert-Lewin,https://fbref.com/req/202302030/images/headshots/59e6e5bf_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd34cc.png,FW,ST,0.858,6350511,94368638,18.53683267,39.17197452,1,1,17.5,,,,,,,,,,8,,,,,,,1,3,105,6.1,-3.1,,,,,,,,,2,1,60,22
Youssef Chermiti,https://fbref.com/req/202302030/images/headshots/890f108d_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd35cc.png,FW,ST,0.65,1905153,94368638,13.83480683,29.23566879,1,1,0.2,,,,,,,,,,0,,,,,,,0,0,4,0.1,-0.1,,,,,,,,,5,3,86,34
Dwight McNeil,https://fbref.com/req/202302030/images/headshots/fc15fb84_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd36cc.png,FW,LW,1.425,1587628,94368638,31.35437429,84.3588444,1,2,12.9,,,,,,,,,,29,,,,,,,4,3,66,0.9,2.1,,,,,,,,,1,1,17,3
Jack Harrison,https://fbref.com/req/202302030/images/headshots/aa849a12_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd37cc.png,FW,LW,0.624,5715460,94368638,13.24705359,35.6411556,1,2,20.3,,,,,,,,,,29,,,,,,,0,1,114,3.3,-2.3,,,,,,,,,6,2,91,30
Abdoulaye Doucouré,https://fbref.com/req/202302030/images/headshots/02b29014_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd38cc.png,MF,CM,1.253,8255665,94368638,18.6826122,53.07483007,2,1,25.9,,,,,,,,,,22,,74,26,,53,1.2,,,,,,,,,,,,,,2,1,51,20
James Garner,https://fbref.com/req/202302030/images/headshots/4e015693_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd39cc.png,MF,CM,0.779,1905153,94368638,13.18754668,37.46407578,2,1,12.7,,,,,,,,,,12,,33,11,,28,1.2,,,,,,,,,,,,,,4,2,85,42
Orel Mangala,https://fbref.com/req/202302030/images/headshots/a572e291_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd40cc.png,MF,CM,0.536,3175256,94368638,10.37045613,29.46109415,2,1,14,,,,,,,,,,6,,34,8,,24,0.6,,,,,,,,,,,,,,5,3,104,55
Jesper Lindstrøm,https://fbref.com/req/202302030/images/headshots/37dc1a48_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd41cc.png,MF,CAM,1.102,3435334,94368638,16.93207445,58.32284818,2,2,13.8,,,,,,,,,,19,,25,19,,46,2,,,,,,,,,,,,,,3,2,55,20
Idrissa Gana Gueye,https://fbref.com/req/202302030/images/headshots/72c812f3_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd42cc.png,MF,CDM,5.149,7620614,94368638,22.16134018,83.47057736,2,3,29.1,,43,,38,86.6,,,,,,170,122,19,70,,,,,,,,,,,,,,,,1,1,40,15
Tim Iroegbunam,https://fbref.com/req/202302030/images/headshots/84c5ceea_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd43cc.png,MF,CDM,2.766,1270102,94368638,9.698518778,36.52942264,2,3,6.3,,16,,15,72.7,,,,,,47,14,3,13,,,,,,,,,,,,,,,,6,2,109,28
Jake O'Brien,https://fbref.com/req/202302030/images/headshots/25f2ef01_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd44cc.png,DF,CB,0.738,2222679,94368638,11.29704733,11.33420522,3,1,13.5,58.5,14,75,3,75.4,,,,,,,,,,,,,,,,,,,,,,,,,8,5,155,90
James Tarkowski,https://fbref.com/req/202302030/images/headshots/15ea812b_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd45cc.png,DF,CB,1.944,6350511,94368638,19.35481378,19.41847502,3,1,32.5,75.6,57,213,41,81,,,,,,,,,,,,,,,,,,,,,,,,,4,2,56,23
Jarrad Branthwaite,https://fbref.com/req/202302030/images/headshots/c1949191_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd46cc.png,DF,CB,1.211,2222679,94368638,14.45734876,14.50490142,3,1,24.1,58.5,28,172,23,81.2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,104,56
Mason Holgate,https://fbref.com/req/202302030/images/headshots/d0042ab9_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd47cc.png,DF,CB,23.901,4765042,94368638,61.73711031,61.94017407,3,1,0.1,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Michael Keane,https://fbref.com/req/202302030/images/headshots/c5b7c315_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd48cc.png,DF,CB,0.957,5080409,94368638,12.76027357,12.80224426,3,1,9.5,60,11,55,10,81.6,,,,,,,,,,,,,,,,,,,,,,,,,7,4,133,77
Ashley Young,https://fbref.com/req/202302030/images/headshots/be927d03_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd49cc.png,DF,LB,1.596,2540205,94368638,23.98891238,54.89070136,3,2,17.6,,,,,,63,19,50,24,,,,,,,,,,,,,,,,,,,,,3,2,32,9
Vitaliy Mykolenko,https://fbref.com/req/202302030/images/headshots/30d4a2e5_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd50cc.png,DF,LB,1.937,3683297,94368638,28.45475138,65.10929864,3,2,29.2,,,,,,80,29,54,23,,,,,,,,,,,,,,,,,,,,,2,1,19,6
Nathan Patterson,https://fbref.com/req/202302030/images/headshots/230f0471_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd51cc.png,DF,RB,0.854,1778143,94368638,14.27145626,78.14201485,3,3,2.3,,,,,,7,4,4,2,,,,,,,,,,,,,,,,,,,,,6,1,106,28
Séamus Coleman,https://fbref.com/req/202302030/images/headshots/0420d84f_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd52cc.png,DF,RB,0.348,3492781,94368638,7.64472743,41.85798515,3,3,2.2,,,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,,,9,2,173,44
Jordan Pickford,https://fbref.com/req/202302030/images/headshots/4806ec67_2022.jpg,Everton,https://cdn.ssref.net/req/202505011/tlogo/fb/d3fd53cc.png,GK,GK,4,7938139,94368638,23.19511216,360,4,0,33,,,,,,,,,,,,,,,,,,,,,,,,,10,50.1,1.9,272,70.8,1,1,8,8
Raúl Jiménez,https://fbref.com/req/202302030/images/headshots/b561db50_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962109.png,FW,ST,1.368,6350511,90383648,30.06583836,74.12912216,1,1,21.8,,,,,,,,,,16,,,,,,,3,10,111,10.4,-0.4,,,,,,,,,1,1,20,10
Rodrigo Muniz,https://fbref.com/req/202302030/images/headshots/a755db8c_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962110.png,FW,ST,0.861,476288,90383648,18.60465036,45.87087784,1,1,10.7,,,,,,,,,,4,,,,,,,1,8,31,5.8,2.2,,,,,,,,,5,2,58,20
Willian,https://fbref.com/req/202302030/images/headshots/8b9ebd03_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962111.png,FW,LW,0.494,6126483,90383648,10.30828744,120,1,2,1.8,,,,,,,,,,5,,,,,,,0,0,17,0.1,-0.1,,,,,,,,,6,1,108,35
Adama Traoré,https://fbref.com/req/202302030/images/headshots/9a28eba4_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962112.png,FW,RW,1.301,4127832,90383648,28.5512435,47.3625,1,3,16.8,,,,,,,,,,39,,,,,,,5,2,138,3.8,-1.8,,,,,,,,,2,1,26,6
Harry Wilson,https://fbref.com/req/202302030/images/headshots/c6dc9ecd_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962113.png,FW,RW,0.932,2222679,90383648,20.20966879,33.525,1,3,9.3,,,,,,,,,,17,,,,,,,1,5,71,3.2,1.8,,,,,,,,,4,3,51,12
Reiss Nelson,https://fbref.com/req/202302030/images/headshots/c5bdb6e3_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962114.png,FW,RW,1.081,6350511,90383648,23.57794693,39.1125,1,3,5.4,,,,,,,,,,25,,,,,,,1,1,63,1.1,-0.1,,,,,,,,,3,2,39,9
Saša Lukić,https://fbref.com/req/202302030/images/headshots/c6e8cf1f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962115.png,MF,CM,0.626,4000822,90383648,11.413823,56.96253016,2,1,21.8,,,,,,,,,,35,,81,21,,46,1.3,,,,,,,,,,,,,,7,2,98,50
Tom Cairney,https://fbref.com/req/202302030/images/headshots/a8748947_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962116.png,MF,CM,0.731,1905153,90383648,12.63108435,63.03746984,2,1,5.2,,,,,,,,,,15,,47,9,,25,1,,,,,,,,,,,,,,6,1,91,44
Alex Iwobi,https://fbref.com/req/202302030/images/headshots/6ca5ec4b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962117.png,MF,CAM,1.791,5080409,90383648,24.91962749,54.05805381,2,2,28.4,,,,,,,,,,91,,181,52,,111,6.3,,,,,,,,,,,,,,3,1,31,12
Andreas Pereira,https://fbref.com/req/202302030/images/headshots/6639e500_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962118.png,MF,CAM,1.149,3175256,90383648,17.47694381,37.91266822,2,2,19.4,,,,,,,,,,33,,97,53,,95,4,,,,,,,,,,,,,,4,2,54,19
Emile Smith Rowe,https://fbref.com/req/202302030/images/headshots/17695062_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962119.png,MF,CAM,0.756,3810307,90383648,12.92090848,28.02927797,2,2,20.3,,,,,,,,,,38,,116,18,,63,1.7,,,,,,,,,,,,,,5,3,88,27
Harrison Reed,https://fbref.com/req/202302030/images/headshots/803ae100_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962120.png,MF,CDM,8.047,3175256,90383648,37.07174884,71.7218699,2,3,1,,1,,1,72.2,,,,,,10,4,1,3,,,,,,,,,,,,,,,,1,1,6,4
Sander Berge,https://fbref.com/req/202302030/images/headshots/d0b6129f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962121.png,MF,CDM,5.683,3492781,90383648,24.95409999,48.2781301,2,3,20.9,,25,,20,90.9,,,,,,112,99,17,28,,,,,,,,,,,,,,,,2,2,30,12
Calvin Bassey,https://fbref.com/req/202302030/images/headshots/a36524bf_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962122.png,DF,CB,2.375,2857730,90383648,22.23449648,39.86821695,3,1,29.2,55.9,37,93,16,89.4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,38,13
Issa Diop,https://fbref.com/req/202302030/images/headshots/a712ca2b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962123.png,DF,CB,1.562,4445358,90383648,16.8025196,30.12825125,3,1,14.9,62.5,10,72,9,87.5,,,,,,,,,,,,,,,,,,,,,,,,,4,3,76,37
Jorge Cuenca,https://fbref.com/req/202302030/images/headshots/0abc51f2_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962124.png,DF,CB,3.221,1587628,90383648,27.88695952,50.0035318,3,1,2.9,66.7,3,21,2,83.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,24,8
Antonee Robinson,https://fbref.com/req/202302030/images/headshots/289601e6_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962125.png,DF,LB,2.405,3175256,90383648,34.58382074,94.43935521,3,2,31.2,,,,,,152,109,83,55,,,,,,,,,,,,,,,,,,,,,1,1,10,3
Ryan Sessegnon,https://fbref.com/req/202302030/images/headshots/6aa3e78b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962126.png,DF,LB,0.479,2857730,90383648,9.360342998,25.56064479,3,2,2.7,,,,,,3,7,7,3,,,,,,,,,,,,,,,,,,,,,7,2,166,32
Kenny Tete,https://fbref.com/req/202302030/images/headshots/77d7c96f_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962127.png,DF,RB,0.711,3175256,90383648,12.39868507,61.76138312,3,3,14.1,,,,,,19,33,41,17,,,,,,,,,,,,,,,,,,,,,5,1,139,34
Timothy Castagne,https://fbref.com/req/202302030/images/headshots/197640fd_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962128.png,DF,RB,0.657,4127832,90383648,11.69148476,58.23861688,3,3,17.9,,,,,,37,17,46,15,,,,,,,,,,,,,,,,,,,,,6,2,149,36
Bernd Leno,https://fbref.com/req/202302030/images/headshots/2628fd2b_2022.jpg,Fulham,https://cdn.ssref.net/req/202505011/tlogo/fb/fd962129.png,GK,GK,3.953,8255665,90383648,22.93473246,360,4,0,32,,,,,,,,,,,,,,,,,,,,,,,,,5,23.5,-2.2,115,68.2,1,1,10,10
Conor Chaplin,https://fbref.com/req/202302030/images/headshots/4ec55b87_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74092de.png,FW,CAM,1.397,952577,45209002,20.35199919,39.24734176,1,0,6.9,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,4,2,50,17
Julio Enciso,https://fbref.com/req/202302030/images/headshots/9cfbad36_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74093de.png,FW,CAM,2.152,1030600,45209002,29.10468794,56.12626177,1,0,4.45,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,2,1,23,5
